expr	script_size	op_count	sat_witness_elements	exec_stack	mixed_timelocks	non_malleable	requires_sig	sat_size
c:andor(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_k(A)),pk_k(B),pk_k(C))	185	16	4	2	false	false	false	165
c:andor(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),j:multi_a(2,A,B,C)),pk_h(D),pk_h(E))	PARSE_ERR
c:andor(c:andor(multi_a(2,A,B,C),pk_k(D),pk_k(E)),pk_k(F),pk_h(G))	235	11	7	2	false	true	true	265
c:andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)),pk_h(C),pk_h(D))	143	24	6	2	false	false	false	231
c:andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)),pk_k(C),pk_h(D))	152	21	6	2	false	false	false	198
c:andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B)),pk_k(C),pk_k(D))	161	18	5	2	false	false	false	198
c:andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_k(B)),pk_h(C),pk_h(D))	152	21	6	2	false	false	false	231
c:andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_k(B)),pk_k(C),pk_h(D))	161	18	5	2	false	false	false	198
c:andor(c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_k(B)),pk_k(C),pk_k(D))	179	12	4	2	false	false	false	165
c:andor(c:pk_h(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(B),pk_h(C)),pk_h(D))	143	24	6	2	false	false	false	231
c:andor(c:pk_h(A),pk_h(B),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(C),pk_k(D)))	152	21	6	2	false	false	false	198
c:andor(c:pk_h(A),pk_h(B),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(C),pk_k(D)))	161	18	5	2	false	false	false	198
c:andor(c:pk_h(A),pk_h(B),pk_h(C))	77	14	5	2	false	true	true	198
c:andor(c:pk_h(A),pk_h(B),pk_k(C))	86	11	5	2	false	true	true	198
c:andor(c:pk_h(A),pk_k(B),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(C),pk_k(D)))	161	18	6	2	false	false	false	166
c:andor(c:pk_h(A),pk_k(B),pk_h(C))	86	11	5	2	false	true	true	165
c:andor(c:pk_h(A),pk_k(B),pk_k(C))	95	8	4	2	false	true	true	165
c:andor(c:pk_k(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(B),pk_k(C)),pk_k(D))	170	15	5	2	false	false	false	198
c:andor(c:pk_k(A),pk_h(B),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(C),pk_h(D)))	152	21	5	2	false	false	false	165
c:andor(c:pk_k(A),pk_h(B),pk_h(C))	86	11	4	2	false	true	true	165
c:andor(c:pk_k(A),pk_h(B),pk_k(C))	95	8	4	2	false	true	true	165
c:andor(c:pk_k(A),pk_k(B),pk_h(C))	95	8	4	2	false	true	true	132
c:andor(c:pk_k(A),pk_k(B),pk_k(C))	104	5	3	1	false	true	true	132
c:andor(j:and_v(v:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_h(A)),pk_h(B),pk_k(C))	129	19	6	2	false	false	false	231
c:andor(jc:pk_h(A),pk_h(B),pk_h(C))	81	18	5	2	false	false	false	198
c:andor(jc:pk_h(A),pk_h(B),pk_k(C))	90	15	5	2	false	false	false	198
c:andor(jc:pk_h(A),pk_k(B),pk_h(C))	90	15	4	2	false	false	false	165
c:andor(jc:pk_h(A),pk_k(B),pk_k(C))	99	12	4	2	false	false	false	165
c:andor(jc:pk_k(A),pk_h(B),pk_h(C))	90	15	4	2	false	false	false	165
c:andor(jc:pk_k(A),pk_h(B),pk_k(C))	99	12	4	2	false	false	false	165
c:andor(jc:pk_k(A),pk_k(B),pk_h(C))	99	12	4	2	false	false	false	132
c:andor(jc:pk_k(A),pk_k(B),pk_k(C))	108	9	3	1	false	false	false	132
c:andor(j:multi_a(2,A,B,C),pk_h(D),pk_h(E))	PARSE_ERR
c:andor(j:multi_a(2,A,B,C),pk_h(D),pk_k(E))	PARSE_ERR
c:andor(j:multi_a(2,A,B,C),pk_k(D),pk_h(E))	PARSE_ERR
c:andor(j:multi_a(2,A,B,C),pk_k(D),pk_k(E))	PARSE_ERR
c:andor(jndv:after(500000001),pk_k(A),pk_h(B))	76	17	4	2	false	false	false	100
c:andor(multi_a(2,A,B,C),andor(c:pk_k(D),pk_h(E),pk_h(F)),pk_h(G))	217	17	7	2	false	true	true	298
c:andor(multi_a(2,A,B,C),andor(multi_a(2,D,E,F),pk_h(G),pk_k(I)),pk_k(J))	305	10	9	2	false	true	true	365
c:andor(multi_a(2,A,B,C),and_v(v:multi_a(2,D,E,F),pk_h(G)),pk_h(I))	260	10	9	2	false	true	true	365
c:andor(multi_a(2,A,B,C),pk_h(D),andor(j:multi_a(2,E,F,G),pk_k(I),pk_k(J)))	PARSE_ERR
c:andor(multi_a(2,A,B,C),pk_h(D),andor(multi_a(2,E,F,G),pk_h(I),pk_h(J)))	287	16	9	2	false	true	true	235
c:andor(multi_a(2,A,B,C),pk_h(D),andor(multi_a(2,E,F,G),pk_h(I),pk_k(J)))	296	13	9	2	false	true	true	235
c:andor(multi_a(2,A,B,C),pk_h(D),and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_h(E)))	195	14	7	2	false	true	true	232
c:andor(multi_a(2,A,B,C),pk_h(D),pk_h(E))	156	10	6	2	false	true	true	232
c:andor(multi_a(2,A,B,C),pk_h(D),pk_k(E))	165	7	6	2	false	true	true	232
c:andor(multi_a(2,A,B,C),pk_k(D),andor(multi_a(2,E,F,G),pk_h(I),pk_h(J)))	296	13	9	2	false	true	true	235
c:andor(multi_a(2,A,B,C),pk_k(D),andor(multi_a(2,E,F,G),pk_h(I),pk_k(J)))	305	10	9	2	false	true	true	235
c:andor(multi_a(2,A,B,C),pk_k(D),andor(multi_a(2,E,F,G),pk_k(I),pk_k(J)))	314	7	8	2	false	true	true	202
c:andor(multi_a(2,A,B,C),pk_k(D),and_v(v:after(1),pk_h(E)))	168	9	6	2	false	true	true	199
c:andor(multi_a(2,A,B,C),pk_k(D),and_v(v:multi_a(2,E,F,G),pk_h(I)))	269	7	9	2	false	true	true	235
c:andor(multi_a(2,A,B,C),pk_k(D),and_v(v:sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_h(E)))	204	11	7	2	false	true	true	199
c:andor(multi_a(2,A,B,C),pk_k(D),pk_h(E))	165	7	6	2	false	true	true	199
c:andor(multi_a(2,A,B,C),pk_k(D),pk_k(E))	174	4	5	2	false	true	true	199
c:andor(ndv:after(1),pk_h(A),pk_h(B))	59	16	4	2	false	true	true	101
c:andor(ndv:after(1),pk_h(A),pk_k(B))	68	13	4	2	false	true	true	101
c:andor(ndv:after(1),pk_k(A),pk_h(B))	68	13	4	2	false	true	true	100
c:andor(ndv:after(1),pk_k(A),pk_k(B))	77	10	3	1	false	true	true	68
c:andor(ndv:after(500000001),pk_h(A),pk_h(B))	63	16	4	2	false	true	true	101
c:andor(ndv:after(500000001),pk_h(A),pk_k(B))	72	13	4	2	false	true	true	101
c:andor(ndv:after(500000001),pk_k(A),pk_h(B))	72	13	4	2	false	true	true	100
c:andor(ndv:after(500000001),pk_k(A),pk_k(B))	81	10	3	1	false	true	true	68
c:andor(njdv:after(1),pk_h(A),pk_h(B))	63	20	4	2	false	false	false	101
c:andor(or_b(multi_a(2,A,B,C),a:multi_a(2,D,E,F)),pk_h(G),pk_h(I))	263	13	9	3	false	true	true	235
c:andor(or_b(multi_a(2,A,B,C),a:multi_a(2,D,E,F)),pk_h(G),pk_k(I))	272	10	9	3	false	true	true	235
c:andor(or_b(multi_a(2,A,B,C),a:multi_a(2,D,E,F)),pk_k(G),pk_k(I))	281	7	8	3	false	true	true	202
c:andor(or_b(multi_a(2,A,B,C),a:or_i(0,after(1))),pk_k(D),pk_k(E))	183	11	6	2	false	true	true	201
c:andor(or_b(multi_a(2,A,B,C),a:or_i(after(500000001),0)),pk_h(D),pk_h(E))	169	17	7	2	false	true	true	233
c:andor(or_b(multi_a(2,A,B,C),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(D),pk_h(E))	207	14	7	3	false	false	false	232
c:andor(or_b(multi_a(2,A,B,C),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(D),pk_h(E))	197	16	7	3	false	false	false	265
c:andor(or_b(multi_a(2,A,B,C),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(D),pk_k(E))	206	13	7	3	false	false	false	265
c:andor(or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),a:multi_a(2,A,B,C)),pk_h(D),pk_h(E))	198	17	7	3	false	false	false	265
c:andor(or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),a:multi_a(2,A,B,C)),pk_k(D),pk_h(E))	207	14	7	3	false	false	false	232
c:andor(or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),a:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(A),pk_h(B))	133	21	5	3	false	false	false	165
c:andor(or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(A),pk_h(B))	132	20	5	3	false	false	false	165
c:andor(or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(A),pk_k(B))	141	17	5	3	false	false	false	165
c:andor(or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(A),pk_h(B))	141	17	5	3	false	false	false	165
c:andor(or_b(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),s:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(A),pk_k(B))	150	14	4	3	false	false	false	132
c:andor(or_d(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(A),pk_h(B))	214	32	6	2	false	false	false	198
c:andor(or_d(c:pk_h(A),j:multi_a(2,B,C,D)),pk_h(E),pk_h(F))	PARSE_ERR
c:andor(or_d(c:pk_h(A),multi_a(2,B,C,D)),pk_h(E),pk_h(F))	184	17	8	2	false	true	true	266
c:andor(or_d(j:multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(D),pk_k(E))	PARSE_ERR
c:andor(or_d(j:multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(D),pk_h(E))	PARSE_ERR
c:andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),pk_h(G),pk_k(I))	PARSE_ERR
c:andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),pk_h(G),pk_h(I))	263	13	9	2	false	true	true	235
c:andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),pk_h(G),pk_k(I))	272	10	9	2	false	true	true	235
c:andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),pk_k(G),pk_h(I))	272	10	9	2	false	true	true	202
c:andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),pk_k(G),pk_k(I))	281	7	8	2	false	true	true	202
c:andor(or_d(multi_a(2,A,B,C),or_i(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0)),pk_h(D),pk_h(E))	202	20	8	2	false	false	false	232
c:andor(or_d(multi_a(2,A,B,C),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),pk_h(D),pk_k(E))	207	14	7	2	false	false	false	232
c:andor(or_d(multi_a(2,A,B,C),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),pk_k(D),pk_h(E))	207	14	7	2	false	false	false	199
c:andor(or_d(multi_a(2,A,B,C),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),pk_k(D),pk_k(E))	216	11	6	2	false	false	false	199
c:andor(or_d(multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(D),pk_h(E))	198	17	7	2	false	false	false	232
c:andor(or_d(multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(D),pk_k(E))	207	14	7	2	false	false	false	232
c:andor(or_d(multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(D),and_v(vn:after(500000001),pk_k(E)))	224	14	6	2	false	false	false	199
c:andor(or_d(multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(D),pk_h(E))	207	14	7	2	false	false	false	199
c:andor(or_d(multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(D),pk_k(E))	216	11	6	2	false	false	false	199
c:andor(or_d(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),j:multi_a(2,G,I,J)),pk_k(K),pk_h(L))	PARSE_ERR
c:andor(or_d(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(G),pk_h(I))	314	17	10	2	false	false	false	202
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_h(A)),pk_h(B),pk_h(C))	119	21	6	2	false	false	false	231
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_h(A)),pk_h(B),pk_k(C))	128	18	6	2	false	false	false	231
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),c:pk_k(A)),pk_k(B),pk_k(C))	146	12	4	2	false	false	false	165
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),j:multi_a(2,A,B,C)),pk_h(D),pk_h(E))	PARSE_ERR
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,A,B,C)),pk_h(D),pk_h(E))	198	17	7	2	false	false	false	265
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,A,B,C)),pk_h(D),pk_k(E))	207	14	7	2	false	false	false	265
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,A,B,C)),pk_k(D),pk_h(E))	207	14	7	2	false	false	false	232
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,A,B,C)),pk_k(D),pk_k(E))	216	11	6	2	false	false	false	232
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),or_i(multi_a(2,A,B,C),0)),pk_h(D),pk_h(E))	202	20	8	2	false	false	false	267
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(A),pk_h(B))	133	21	5	2	false	false	false	165
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(A),pk_k(B))	142	18	5	2	false	false	false	165
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(A),pk_h(B))	142	18	5	2	false	false	false	165
c:andor(or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(A),pk_k(B))	151	15	4	2	false	false	false	132
c:andor(or_i(0,multi_a(2,A,B,C)),pk_h(D),pk_h(E))	160	13	7	2	false	false	false	233
c:andor(or_i(0,multi_a(2,A,B,C)),pk_h(D),pk_k(E))	169	10	7	2	false	false	false	233
c:andor(or_i(0,multi_a(2,A,B,C)),pk_k(D),pk_h(E))	169	10	7	2	false	false	false	200
c:andor(or_i(0,multi_a(2,A,B,C)),pk_k(D),pk_k(E))	178	7	6	2	false	false	false	200
c:andor(or_i(0,or_d(multi_a(2,A,B,C),multi_a(2,D,E,F))),pk_h(G),pk_h(I))	267	16	10	2	false	false	false	236
c:andor(or_i(0,or_i(0,sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b))),pk_k(A),pk_h(B))	108	17	6	2	false	false	false	134
c:andor(or_i(0,or_i(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0)),pk_h(A),pk_h(B))	99	20	6	2	false	false	false	135
c:andor(or_i(0,sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(A),pk_h(B))	95	17	5	2	false	false	false	133
c:andor(or_i(0,sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_h(A),pk_k(B))	104	14	5	2	false	false	false	133
c:andor(or_i(0,sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(A),pk_h(B))	104	14	5	2	false	false	false	133
c:andor(or_i(0,sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),pk_k(A),pk_k(B))	113	11	4	2	false	false	false	100
c:andor(or_i(j:multi_a(2,A,B,C),0),pk_h(D),pk_h(E))	PARSE_ERR
c:andor(or_i(multi_a(2,A,B,C),0),pk_h(D),pk_h(E))	160	13	7	2	false	false	false	234
c:andor(or_i(multi_a(2,A,B,C),0),pk_h(D),pk_k(E))	169	10	7	2	false	false	false	234
c:andor(or_i(multi_a(2,A,B,C),0),pk_k(D),pk_h(E))	169	10	7	2	false	false	false	201
c:andor(or_i(multi_a(2,A,B,C),0),pk_k(D),pk_k(E))	178	7	6	2	false	false	false	201
c:andor(or_i(n:after(1),0),pk_k(A),pk_h(B))	68	12	4	2	false	true	true	100
c:andor(or_i(ndv:after(500000001),0),pk_h(A),pk_h(B))	67	19	5	2	false	false	false	103
c:andor(or_i(or_i(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0),0),pk_h(A),pk_h(B))	99	20	6	2	false	false	false	136
c:andor(or_i(or_i(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0),0),pk_h(A),pk_k(B))	108	17	6	2	false	false	false	136
c:andor(or_i(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0),pk_h(A),pk_h(B))	95	17	5	2	false	false	false	134
c:andor(or_i(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0),pk_h(A),pk_k(B))	104	14	5	2	false	false	false	134
c:andor(or_i(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0),pk_k(A),pk_h(B))	104	14	5	2	false	false	false	134
c:andor(or_i(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0),pk_k(A),pk_k(B))	113	11	4	2	false	false	false	101
c:andor(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_h(A),pk_h(B))	91	14	4	2	false	false	false	132
c:andor(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_h(A),pk_k(B))	100	11	4	2	false	false	false	132
c:andor(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_k(A),pk_h(B))	100	11	4	2	false	false	false	132
c:andor(sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),pk_k(A),pk_k(B))	109	8	3	2	false	false	false	99
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),andor(j:multi_a(2,A,B,C),pk_k(D),pk_h(E)),pk_h(F))	PARSE_ERR
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_k(B)),pk_k(C))	175	18	5	2	false	false	false	165
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_h(B)),pk_h(C))	166	21	5	2	false	false	false	165
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_h(B)),pk_k(C))	175	18	5	2	false	false	false	165
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_k(B)),pk_h(C))	175	18	4	2	false	false	false	132
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),and_v(v:after(1),pk_h(A)),pk_k(B))	103	13	4	2	false	false	false	132
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),and_v(v:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A)),pk_h(B))	130	18	5	2	false	false	false	165
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(B),pk_h(C)))	157	24	5	2	false	false	false	165
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),and_v(or_c(multi_a(2,B,C,D),v:after(500000001)),pk_k(E)))	213	15	6	2	false	false	false	232
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),and_v(v:after(1),pk_k(B)))	103	13	4	2	false	false	false	132
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),and_v(v:sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(B)))	139	15	4	2	false	false	false	132
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_h(B))	91	14	4	2	false	false	false	132
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_h(A),pk_k(B))	100	11	4	2	false	false	false	132
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),andor(j:multi_a(2,B,C,D),pk_k(E),pk_k(F)))	PARSE_ERR
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),and_v(v:after(500000001),pk_h(B)))	107	13	4	2	false	false	false	132
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),and_v(v:multi_a(2,B,C,D),pk_h(E)))	204	11	7	2	false	false	false	265
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_h(B))	100	11	4	2	false	false	false	132
c:andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),pk_k(A),pk_k(B))	109	8	3	2	false	false	false	99
c:and_v(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),v:after(1),v:after(1)),pk_h(A))	73	15	4	2	false	false	false	132
c:and_v(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),v:after(1),v:after(1)),pk_k(A))	82	12	3	2	false	false	false	99
c:and_v(andor(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),v:after(500000001),v:after(500000001)),pk_h(A))	81	15	4	2	false	false	false	132
